Month,Batch,Distance,No,Length,Width
May,12,100,25,0.7,0.8
May,12,130,1,0.9,1
May,12,130,2,0.8,1.1
May,12,130,3,0.8,1
May,12,130,4,1.1,0.7
May,12,130,5,0.8,0.5
May,12,130,6,0.7,0.7
May,12,130,7,1.1,0.5
May,12,130,8,1,0.6
May,12,130,9,0.9,1
May,12,130,10,1.1,0.8
May,12,130,11,1.1,0.7
May,12,130,12,1,0.5
May,12,130,13,0.7,0.5
May,12,130,14,0.8,0.5
May,12,130,15,0.7,0.6
May,12,130,16,1,0.7
May,12,130,17,1,1
May,12,130,18,1.1,1
May,12,130,19,1.1,1
May,12,130,20,1.2,0.6
May,12,130,21,0.8,0.7
May,12,130,22,1,0.7
May,12,130,23,0.9,0.6
May,12,130,24,0.8,0.5
May,12,130,25,0.7,0.5
May,12,130,26,0.7,1
May,12,130,27,0.5,0.7
May,12,130,28,0.6,1.1
May,12,130,29,0.5,0.7
May,12,130,30,0.8,1.1
May,12,130,31,0.7,0.9
May,12,130,32,0.6,1
May,12,130,33,0.7,0.8
May,12,130,34,0.8,0.9
May,12,130,35,0.7,0.9
May,12,130,36,1,0.2
May,12,130,37,0.9,1.1
May,12,130,38,0.7,0.9
May,12,130,39,1.5,0.7
May,12,130,40,0.8,0.6
May,12,130,41,0.9,0.7
May,12,130,42,0.8,0.5
May,12,130,43,0.9,0.7
May,12,130,44,1,1.1
May,12,130,45,1.2,0.9
May,12,130,46,1.1,1
May,12,130,47,1.1,0.6
May,12,130,48,0.8,0.5
May,12,130,49,0.9,0.5
May,12,130,50,0.7,0.5
May,12,130,51,0.8,0.5
May,12,130,52,0.7,0.4
May,12,130,53,0.6,0.5
May,12,130,54,0.5,1
May,12,130,55,0.5,1
May,12,130,56,1,0.5
May,12,130,57,0.8,0.8
May,12,130,58,1,0.7
May,12,130,59,0.9,0.7
May,12,130,60,0.8,0.7
May,12,130,61,0.9,0.9
May,12,130,62,1.1,1
May,12,130,63,1.4,0.8
May,12,130,64,1.2,0.7
May,12,130,65,1,0.6
May,12,130,66,0.9,0.9
May,12,130,67,1.1,0.8
May,13,40,1,0.5,1
May,13,40,2,0.3,0.5
May,13,40,3,0.5,0.8
May,13,40,4,0.5,0.7
May,13,40,5,0.3,0.4
May,13,70,1,0.5,0.8
May,13,70,2,0.4,0.7
May,13,70,3,0.4,0.7
May,13,70,4,0.7,1.2
May,13,100,1,0.5,0.7
May,13,100,2,0.5,0.7
May,13,100,3,0.7,1
May,13,100,4,0.5,0.7
May,13,100,5,0.5,0.9
May,13,100,6,0.5,0.8
May,13,100,7,0.5,0.8
May,13,100,8,0.5,0.8
May,13,100,9,0.5,0.6
May,13,100,10,0.5,0.6
May,13,100,11,0.4,0.6
May,13,100,12,0.5,0.7
May,13,100,13,1.6,1.9
May,13,100,14,0.5,0.6
May,13,100,15,0.2,0.7
May,13,100,16,0.4,0.6
May,13,100,17,0.2,0.7
May,13,100,18,0.5,0.9
May,13,100,19,0.2,0.5
May,13,100,20,0.4,0.9
May,13,100,21,0.5,0.7
May,13,100,22,0.4,0.5
May,13,100,23,0.5,0.7
May,13,100,24,0.4,1
May,13,100,25,0.7,0.7
May,13,100,26,0.7,0.5
May,13,100,27,0.4,0.7
May,13,100,28,0.2,0.7
May,13,100,29,0.5,0.9
May,13,100,30,0.2,0.5
May,13,100,31,0.8,0.6
May,13,100,32,0.8,0.5
May,13,100,33,0.9,0.4
May,13,100,34,0.4,0.9
May,13,100,35,0.4,0.8
May,13,100,36,0.2,0.6
May,13,100,37,0.5,0.7
May,13,100,38,0.2,0.5
May,13,100,39,0.4,0.7
May,13,100,40,0.5,0.8
May,13,100,41,0.5,0.8
May,13,100,42,0.4,0.5
May,13,100,43,0.5,0.8
May,13,100,44,0.5,1
May,13,130,1,0.5,0.5
May,13,130,2,0.4,0.7
May,13,130,3,0.4,0.6
May,13,130,4,0.4,0.6
May,13,130,5,0.2,0.5
May,13,130,6,0.2,0.3
May,13,130,7,0.6,0.4
May,13,130,8,0.9,0.7
May,13,130,9,0.5,0.7
May,13,130,10,0.4,0.8
May,13,130,11,0.5,0.8
May,13,130,12,0.4,0.9
May,13,130,13,0.2,0.6
May,13,130,14,0.5,0.7
May,13,130,15,0.4,0.7
May,13,130,16,0.3,0.5
May,13,130,17,0.2,0.7
May,13,130,18,0.2,0.5
May,13,130,19,0.4,0.7
May,13,130,20,0.5,0.7
May,13,130,21,0.5,0.7
May,13,130,22,0.4,0.6
May,13,130,23,0.3,0.5
May,13,130,24,0.6,0.9
May,13,130,25,0.5,0.5
May,13,130,26,0.4,0.6
May,13,130,27,0.5,0.5
May,13,130,28,0.8,1
May,13,130,29,0.4,0.8
May,13,130,30,0.5,0.9
May,13,130,31,0.2,0.5
May,13,130,32,0.4,0.7
May,13,130,33,0.7,0.7
May,13,130,34,0.2,0.5
May,13,130,35,0.5,0.7
May,13,130,36,0.5,1
May,13,130,37,0.2,0.5
May,13,130,38,0.3,0.5
May,13,130,39,0.7,0.9
May,13,130,40,0.4,0.5
May,13,130,41,0.5,0.7
May,13,130,42,0.2,0.5
May,13,130,43,0.3,0.5
May,13,130,44,0.4,0.7
May,13,130,45,1.1,1.3
May,13,130,46,0.5,1
May,13,130,47,0.4,0.7
May,13,130,48,0.4,0.4
May,13,130,49,0.7,0.6
May,13,130,50,0.5,1
May,13,130,51,0.5,1
May,13,130,52,0.2,0.7
May,13,130,53,0.5,0.8
May,13,130,54,0.5,0.9
May,13,130,55,0.4,0.8
May,13,130,56,0.5,0.7
May,13,130,57,0.2,0.5
May,13,130,58,0.5,0.7
May,13,130,59,0.4,0.5
May,13,130,60,0.3,0.5
May,13,130,61,0.5,0.5
May,13,130,62,0.7,1.5
May,13,130,63,0.8,0.5
May,13,130,64,0.2,0.7
May,14,40,1,0.7,1
May,14,40,2,0.4,0.5
May,14,40,3,0.4,0.7
May,14,40,4,0.3,0.6
May,14,40,5,0.6,1.2
May,14,40,6,0.4,0.7
May,14,40,7,0.4,1
May,14,70,1,2,2.8
May,14,70,2,3,0.5
May,14,70,3,0.2,0.5
May,14,70,4,0.3,0.5
May,14,70,5,0.5,0.6
May,14,70,6,0.7,1.8
May,14,70,7,0.5,1.9
May,14,100,1,0.4,0.7
May,14,100,2,0.6,1
May,14,100,3,0.5,1.1
May,14,100,4,0.4,0.7
May,14,100,5,0.7,1.3
May,14,100,6,1.2,0.2
May,14,100,7,0.5,0.9
May,14,100,8,0.8,1
May,14,100,9,0.5,0.7
May,14,100,10,0.3,0.5
May,14,100,11,0.2,0.4
May,14,100,12,0.2,0.5
May,14,100,13,0.4,0.8
May,14,100,14,0.3,0.7
May,14,100,15,0.2,0.5
May,14,100,16,0.3,0.5
May,14,100,17,0.5,0.9
May,14,100,18,0.5,0.3
May,14,100,19,0.9,0.3
May,14,100,20,0.5,0.5
May,14,100,21,0.9,0.7
May,14,100,22,0.6,0.7
May,14,100,23,0.5,0.8
May,14,100,24,0.4,0.6
May,14,100,25,0.4,0.8
May,14,100,26,0.5,0.8
May,14,100,27,0.5,0.8
May,14,100,28,0.4,0.7
May,14,100,29,0.4,0.7
May,14,100,30,0.3,0.8
May,14,100,31,0.7,0.8
May,14,100,32,0.3,0.5
May,14,100,33,0.7,0.9
May,14,100,34,0.8,1
May,14,100,35,0.7,0.1
May,14,100,36,0.5,0.2
May,14,100,37,0.5,0.1
May,14,100,38,0.5,0.8
May,14,100,39,0.2,0.5
May,14,100,40,0.7,1.1
May,14,100,41,0.5,0.8
May,14,100,42,0.5,0.1
May,14,100,43,0.5,0.8
May,14,100,44,0.3,0.5
May,14,130,1,0.5,0.7
May,14,130,2,0.5,0.8
May,14,130,3,0.6,1.1
May,14,130,4,0.8,1.2
May,14,130,5,0.5,0.7
May,14,130,6,0.5,0.7
May,14,130,7,0.5,0.8
May,14,130,8,0.8,1.2
May,14,130,9,0.5,1
May,14,130,10,0.2,0.4
May,14,130,11,0.5,0.7
May,14,130,12,0.5,1
May,14,130,13,0.7,0.1
May,14,130,14,0.5,0.2
May,14,130,15,0.5,1
May,14,130,16,0.5,0.8
May,14,130,17,0.2,0.5
May,14,130,18,0.7,1
May,14,130,19,0.5,0.8
May,14,130,20,0.5,1
May,14,130,21,0.5,0.8
May,14,130,22,0.3,0.5
May,14,130,23,0.5,1.1
May,14,130,24,0.5,0.7
May,14,130,25,1,1.2
May,14,130,26,0.5,1
May,14,130,27,1.2,0.5
May,14,130,28,0.3,0.5
May,14,130,29,0.3,0.6
May,14,130,30,0.4,0.7
May,14,130,31,0.2,0.5
May,14,130,32,0.2,0.4
May,14,130,33,0.4,0.5
May,14,130,34,0.5,1
May,14,130,35,0.2,0.5
May,14,130,36,0.4,0.7
May,14,130,37,0.3,0.5
May,14,130,38,0.7,0.7
May,14,130,39,0.5,0.9
May,14,130,40,0.5,1
May,14,130,41,0.5,0.2
May,14,130,42,0.5,1
May,14,130,43,0.2,0.5
May,14,130,44,0.4,0.5
May,14,130,45,0.4,0.5
May,14,130,46,0.5,0.8
May,14,130,47,0.7,1
May,14,130,48,0.5,1
May,14,130,49,0.4,0.7
May,14,130,50,0.5,0.7
May,14,130,51,0.5,0.9
May,14,130,52,0.6,1.2
May,14,130,53,0.5,0.7
May,14,130,54,1.3,0.3
May,14,130,55,0.7,0.4
May,14,130,56,0.5,0.9
May,14,130,57,0.7,1
May,14,130,58,0.5,1
May,14,130,59,0.5,1
May,14,130,60,1.9,0.5
May,14,130,61,1.2,0.5
May,14,130,62,0.8,0.5
May,14,130,63,0.7,0.2
May,14,130,64,0.5,0.7
May,14,130,65,0.2,0.5
May,14,130,66,0.2,0.4
May,14,130,67,0.9,1.1
May,15,10,1,1.7,2.5
May,15,10,2,1.4,1.5
May,15,10,3,0.6,1.5
May,15,10,4,0.8,1.5
May,15,100,1,0.7,1
May,15,100,2,0.5,1
May,15,100,3,0.5,0.7
May,15,100,4,1.1,1.5
May,15,100,5,1,1.1
May,15,100,6,1.6,1
May,15,100,7,1,1.1
May,15,100,8,0.6,0.8
May,15,100,9,1,1.5
May,15,100,10,0.7,0.9
May,15,100,11,0.5,0.7
May,15,100,12,0.5,0.9
May,15,100,13,0.8,1.1
May,15,100,14,0.7,1.1
May,15,100,15,0.6,0.8
May,15,100,16,0.8,1.2
May,15,100,17,0.7,1.2
May,15,100,18,0.7,0.8
May,15,100,19,1,1.5
May,15,100,20,0.5,0.8
May,15,100,21,0.5,0.9
May,15,100,22,0.8,0.9
May,15,100,23,0.5,0.7
May,15,100,24,0.6,1.1
May,15,100,25,0.7,0.8
May,15,100,26,0.8,1.5
May,15,100,27,0.6,1
May,15,100,28,0.5,0.7
May,15,100,29,1,1.5
May,15,100,30,0.8,0.9
May,15,100,31,1,1.1
May,15,130,1,0.7,0.9
May,15,130,2,0.8,1
May,15,130,3,1.5,0.9
May,15,130,4,0.7,1
May,15,130,5,0.5,0.9
May,15,130,6,0.7,1
May,15,130,7,0.7,1
May,15,130,8,0.5,0.7
May,15,130,9,1,1.1
May,15,130,10,0.5,1
May,15,130,11,1,1.2
May,15,130,12,0.8,1.1
May,15,130,13,1,1.5
May,15,130,14,1.5,1.1
May,15,130,15,0.5,0.8
May,15,130,16,0.9,1.1
May,15,130,17,1.2,1.5
May,15,130,18,1,1.2
May,15,130,19,0.7,1.2
May,15,130,20,0.8,1.1
May,15,130,21,0.7,1.2
May,15,130,22,0.6,1
May,15,130,23,1,1.1
May,15,130,24,0.7,1.1
May,15,130,25,0.6,0.8
May,15,130,26,0.5,1.1
May,15,130,27,0.9,1.1
May,15,130,28,0.5,1
May,15,130,29,0.6,0.8
May,15,130,30,0.5,0.9
May,15,130,31,0.8,1
May,15,130,32,0.8,1.5
May,15,130,33,0.8,1.1
May,15,130,34,1.1,1.5
May,15,130,35,0.7,0.3
May,15,130,36,0.9,0.3
May,15,130,37,1.1,1.2
May,15,130,38,0.8,0.4
May,15,130,39,0.7,1
May,15,130,40,0.9,1.1
May,15,130,41,0.9,1.1
May,15,130,42,0.3,0.5
May,15,130,43,0.7,1.1
May,15,130,44,0.7,0.9
May,15,130,45,0.9,1.1
May,15,130,46,0.7,0.8
May,15,130,47,0.6,0.9
May,16,40,1,1,1.7
May,16,40,2,1,1.5
May,16,40,3,0.5,0.7
May,16,70,1,1,1.5
May,16,70,2,0.5,0.8
May,16,70,3,0.5,0.8
May,16,70,4,0.5,0.8
May,16,100,1,1,1.3
May,16,100,2,0.5,0.8
May,16,100,3,0.5,1
May,16,100,4,0.5,0.8
May,16,100,5,0.2,0.5
May,16,100,6,0.5,0.7
May,16,100,7,1,1.2
May,16,100,8,0.7,1.1
May,16,100,9,0.9,1
May,16,100,10,0.6,0.7
May,16,100,11,0.8,1
May,16,100,12,0.5,1
May,16,100,13,0.7,0.8
May,16,100,14,0.5,1
May,16,100,15,0.5,0.9
May,16,100,16,0.5,0.8
May,16,100,17,0.5,1
May,16,100,18,0.5,0.7
May,16,100,19,1.1,1.2
May,16,100,20,0.7,1
May,16,100,21,0.5,0.7
May,16,100,22,0.5,0.7
May,16,100,23,0.5,0.8
May,16,100,24,0.5,0.7
May,16,100,25,0.5,0.9
May,16,100,26,0.2,0.5
May,16,100,27,0.2,0.5
May,16,100,28,0.5,0.7
May,16,100,29,0.2,0.5
May,16,100,30,0.4,0.7
May,16,100,31,0.2,0.7
May,16,100,32,0.5,0.7
May,16,100,33,0.5,0.6
May,16,100,34,0.3,0.5
May,16,100,35,0.3,0.6
May,16,100,36,0.2,0.7
May,16,100,37,0.2,0.7
May,16,100,38,0.5,0.7
May,16,100,39,0.4,0.7
May,16,100,40,0.5,0.9
May,16,100,41,0.5,1
May,16,100,42,1,1.2
May,16,100,43,0.5,0.8
May,16,100,44,0.5,0.7
May,16,100,45,0.5,0.7
May,16,100,46,0.6,0.8
May,16,100,47,0.2,0.5
May,16,100,48,0.3,0.6
May,16,100,49,0.3,0.7
May,16,100,50,0.5,0.6
May,16,100,51,0.2,0.9
May,16,100,52,0.5,1
May,16,100,53,0.5,0.7
May,16,100,54,0.7,1
May,16,100,55,0.5,0.7
May,16,100,56,0.3,0.9
May,16,100,57,0.5,1
May,16,100,58,0.7,0.2
May,16,100,59,0.4,1
May,16,100,60,0.7,1.2
May,16,100,61,0.9,1.3
May,16,100,62,0.4,0.7
May,16,100,63,0.2,0.5
May,16,100,64,0.5,0.9
May,16,100,65,0.2,0.6
May,16,100,66,0.5,0.7
May,16,100,67,0.5,1
May,16,130,1,0.5,0.8
May,16,130,2,0.5,0.6
May,16,130,3,0.9,0.5
May,16,130,4,0.7,0.5
May,16,130,5,1,0.4
May,16,130,6,0.9,0.5
May,16,130,7,0.7,0.5
May,16,130,8,0.8,0.8
May,16,130,9,1,0.4
May,16,130,10,0.5,0.4
May,16,130,11,1,0.6
May,16,130,12,0.5,1
May,16,130,13,0.4,0.7
May,16,130,14,0.5,0.8
May,16,130,15,0.7,0.5
May,16,130,16,1,0.5
May,16,130,17,0.7,0.4
May,16,130,18,1,0.9
May,16,130,19,1,0.5
May,16,130,20,0.5,0.8
May,16,130,21,0.5,1
May,16,130,22,0.4,0.7
May,16,130,23,0.5,0.3
May,16,130,24,0.5,0.7
May,16,130,25,0.5,0.8
May,16,130,26,0.5,1
May,16,130,27,0.4,0.7
May,16,130,28,0.5,0.9
May,16,130,29,0.4,1
May,16,130,30,0.5,0.9
May,16,130,31,0.5,1
May,16,130,32,0.2,0.4
May,16,130,33,0.5,1
May,16,130,34,0.5,1.2
May,16,130,35,0.5,0.7
May,16,130,36,0.5,0.8
May,16,130,37,0.5,0.7
May,16,130,38,0.7,0.9
May,16,130,39,0.5,1
May,16,130,40,0.5,0.9
May,16,130,41,0.3,0.5
May,16,130,42,0.5,0.6
May,16,130,43,0.8,0.4
May,16,130,44,0.5,0.8
May,16,130,45,0.4,0.8
May,16,130,46,0.5,1
May,16,130,47,0.5,1
May,16,130,48,0.5,0.8
May,16,130,49,0.8,1.2
May,16,130,50,0.5,0.5
May,16,130,51,1,0.5
May,16,130,52,0.8,0.5
May,16,130,53,1,0.5
May,16,130,54,0.6,0.2
May,16,130,55,0.2,0.5
May,16,130,56,0.1,0.2
May,16,130,57,0.5,0.5
May,16,130,58,0.2,0.7
May,16,130,59,0.2,0.5
May,16,130,60,0.2,0.4
May,16,130,61,0.4,0.8
May,16,130,62,0.4,0.7
May,16,130,63,0.5,0.7
May,16,130,64,0.3,0.6
May,16,130,65,0.4,0.5
May,16,130,66,0.2,0.5
May,16,130,67,0.4,0.5
May,16,130,68,0.5,0.9
May,16,130,69,0.2,0.6
May,16,130,70,0.6,0.9
May,16,130,71,0.4,0.5
May,16,130,72,0.5,0.9
May,16,130,73,0.2,0.6
May,16,130,74,0.4,0.9
May,16,130,75,0.4,1
May,16,130,76,0.2,0.9
May,16,130,77,0.2,0.6
May,16,130,78,0.5,1
May,16,130,79,0.2,0.5
May,16,130,80,0.6,1.1
May,16,130,81,0.8,1.2
May,16,130,82,0.7,1.2
May,16,130,83,0.5,0.9
May,16,130,84,0.3,0.7
May,17,40,1,1.5,2
May,17,40,2,1,1.4
May,17,40,3,1.8,2
May,17,100,1,1,1.1
May,17,100,2,0.5,0.8
May,17,100,3,0.5,0.9
May,17,100,4,0.6,1.1
May,17,100,5,0.7,1.1
May,17,100,6,0.5,1.1
May,17,100,7,0.8,1
May,17,100,8,0.8,1
May,17,100,9,0.7,0.9
May,17,100,10,0.8,1
May,17,100,11,1,1.5
May,17,100,12,0.7,1
May,17,100,13,0.6,0.8
May,17,100,14,0.8,1
May,17,100,15,0.5,1
May,17,100,16,0.8,0.8
May,17,100,17,0.6,0.9
May,17,100,18,0.9,1
May,17,100,19,0.5,0.7
May,17,100,20,0.8,1.1
May,17,100,21,0.7,0.8
May,17,100,22,0.9,1.2
May,17,100,23,0.8,0.9
May,17,100,24,1.1,1.5
May,17,100,25,1,1.3
May,17,100,26,1.1,1.4
May,17,100,27,1,1.3
May,17,100,28,0.6,0.8
May,17,100,29,0.5,0.7
May,17,100,30,1,1.2
May,17,100,31,0.8,1.2
May,17,100,32,0.6,0.4
May,17,100,33,1.1,1.2
May,17,100,34,0.8,0.8
May,17,100,35,0.5,1
May,17,100,36,0.5,0.8
May,17,100,37,0.5,1
May,17,100,38,0.8,1.1
May,17,100,39,0.6,0.8
May,17,100,40,0.5,0.8
May,17,100,41,0.7,0.9
May,17,100,42,0.6,0.8
May,17,100,43,0.7,1
May,17,100,44,1,1.4
May,17,100,45,0.6,0.8
May,17,100,46,0.7,0.9
May,17,100,47,0.6,1
May,17,100,48,1.5,1
May,17,100,49,0.8,1.1
May,17,100,50,0.7,1
May,17,100,51,0.7,0.9
May,17,100,52,0.5,0.7
May,17,100,53,0.5,1.1
May,17,100,54,0.7,1
May,17,130,1,0.5,1
May,17,130,2,0.8,1.2
May,17,130,3,1,1.1
May,17,130,4,0.5,0.7
May,17,130,5,0.9,1.1
May,17,130,6,0.7,1
May,17,130,7,0.6,1.1
May,17,130,8,0.6,1
May,17,130,9,0.7,1.2
May,17,130,10,0.7,1
May,17,130,11,1,1.2
May,17,130,12,0.6,1.1
May,17,130,13,0.8,1.1
May,17,130,14,0.7,1.2
May,17,130,15,0.7,1.1
May,17,130,16,0.5,0.8
May,17,130,17,0.7,0.9
May,17,130,18,0.5,0.7
May,17,130,19,0.9,0.8
May,17,130,20,0.5,0.9
May,17,130,21,0.7,0.9
May,17,130,22,0.8,1.4
May,17,130,23,0.8,1.1
May,17,130,24,0.9,1.2
May,17,130,25,0.7,1
May,17,130,26,0.9,1.1
May,17,130,27,1.1,1.5
May,17,130,28,0.7,1.5
May,17,130,29,0.5,0.7
May,17,130,30,0.7,1
May,17,130,31,0.5,1.1
May,17,130,32,0.8,1.2
May,17,130,33,0.6,0.8
May,17,130,34,0.7,1
May,17,130,35,0.9,1.1
May,17,130,36,0.7,1
May,17,130,37,1.1,1.2
May,17,130,38,0.5,0.7
May,17,130,39,0.6,1
May,17,130,40,1.5,0.8
May,17,130,41,0.7,1
May,17,130,42,0.7,0.8
May,18,40,1,1.4,2
May,18,40,2,1,1.5
May,18,70,1,1,1.7
May,18,70,2,0.6,1.5
May,18,100,1,1.3,1.5
May,18,100,2,0.6,1
May,18,100,3,0.5,0.8
May,18,100,4,1,1.3
May,18,100,5,0.5,1.1
May,18,100,6,0.5,0.7
May,18,100,7,0.5,0.9
May,18,100,8,0.8,1.2
May,18,100,9,0.6,1
May,18,100,10,0.5,0.7
May,18,100,11,0.4,0.6
May,18,100,12,0.7,1
May,18,100,13,0.5,0.6
May,18,100,14,0.6,1
May,18,100,15,0.7,1.1
May,18,100,16,0.5,1
May,18,100,17,1.1,0.2
May,18,100,18,0.5,0.4
May,18,100,19,0.6,0.9
May,18,100,20,0.5,1
May,18,100,21,0.7,0.9
May,18,100,22,0.8,1
May,18,100,23,0.5,0.7
May,18,100,24,0.5,0.8
May,18,100,25,0.6,1.2
May,18,100,26,0.8,1
May,18,100,27,0.6,1
May,18,100,28,0.5,0.6
May,18,100,29,1,0.1
May,18,100,30,0.5,0.7
May,18,100,31,0.8,1
May,18,100,32,0.8,1.1
May,18,100,33,0.7,1
May,18,130,1,1,1.5
May,18,130,2,0.8,1
May,18,130,3,0.7,0.9
May,18,130,4,0.6,0.8
May,18,130,5,0.8,0.9
May,18,130,6,0.5,0.8
May,18,130,7,0.7,0.8
May,18,130,8,0.5,0.7
May,18,130,9,0.5,0.9
May,18,130,10,0.8,1
May,18,130,11,0.9,1.2
May,18,130,12,0.8,1.1
May,18,130,13,0.5,0.8
May,18,130,14,0.8,1
May,18,130,15,0.7,1.1
May,18,130,16,1.5,0.8
May,18,130,17,1,1.1
May,18,130,18,0.8,1
May,18,130,19,0.7,0.8
May,18,130,20,0.8,1
May,18,130,21,0.7,0.9
May,18,130,22,0.6,0.8
May,18,130,23,0.8,1
May,18,130,24,0.7,0.9
May,18,130,25,0.6,0.9
May,18,130,26,0.8,1.1
May,18,130,27,0.9,1.2
May,18,130,28,0.7,0.9
May,18,130,29,0.5,0.8
May,18,130,30,0.5,1
May,18,130,31,0.8,1.1
May,18,130,32,0.9,1.2
May,18,130,33,0.5,1.1
May,18,130,34,0.6,0.8
May,18,130,35,0.6,0.9
May,19,10,1,0.7,1
May,19,40,1,1,1.2
May,19,40,2,1,1.3
May,19,40,3,1,1.5
May,19,40,4,0.5,1
May,19,70,1,1,2.5
May,19,70,2,0.5,0.7
May,19,70,3,0.5,1
May,19,70,4,0.5,0.9
May,19,70,5,0.5,0.8
May,19,70,6,0.5,0.9
May,19,100,1,0.5,0.9
May,19,100,2,1,1.2
May,19,100,3,0.8,1.4
May,19,100,4,0.5,0.7
May,19,100,5,0.5,0.9
May,19,100,6,0.6,1.2
May,19,100,7,0.6,1
May,19,100,8,1.2,1.4
May,19,100,9,0.5,1
May,19,100,10,1,1.9
May,19,100,11,0.5,0.8
May,19,100,12,0.5,0.7
May,19,100,13,0.2,0.7
May,19,100,14,0.9,1.2
May,19,100,15,0.4,0.9
May,19,100,16,0.5,0.7
May,19,100,17,0.9,1
May,19,100,18,0.5,0.7
May,19,100,19,0.5,0.7
May,19,100,20,0.5,1.2
May,19,100,21,0.5,0.7
May,19,100,22,0.4,0.5
May,19,100,23,0.3,0.7
May,19,100,24,0.6,0.7
May,19,100,25,0.4,0.5
May,19,100,26,0.5,0.8
May,19,100,27,0.6,1
May,19,100,28,0.7,1.3
May,19,100,29,0.5,0.7
May,19,100,30,0.5,0.9
May,19,100,31,0.6,1.2
May,19,130,1,0.7,0.9
May,19,130,2,0.9,1
May,19,130,3,0.5,1
May,19,130,4,0.7,1
May,19,130,5,0.7,1
May,19,130,6,0.7,1
May,19,130,7,0.5,0.7
May,19,130,8,0.6,1
May,19,130,9,0.5,0.7
May,19,130,10,0.9,1
May,19,130,11,0.2,0.7
May,19,130,12,0.2,0.7
May,19,130,13,0.5,1
May,19,130,14,0.3,0.5
May,19,130,15,0.5,1
May,19,130,16,0.5,0.8
May,19,130,17,0.5,0.7
May,19,130,18,0.5,0.9
May,19,130,19,0.5,0.6
May,19,130,20,0.5,1
May,19,130,21,0.7,1
May,19,130,22,0.5,0.9
May,19,130,23,0.5,0.9
May,19,130,24,0.5,0.9
May,19,130,25,1,0.5
May,19,130,26,0.9,0.9
May,19,130,27,1.3,0.5
May,19,130,28,0.5,1
May,19,130,29,0.4,0.5
May,19,130,30,0.5,1
May,19,130,31,0.5,1.2
May,19,130,32,0.7,1
May,19,130,33,0.5,0.8
May,19,130,34,0.5,0.7
May,19,130,35,0.5,0.7
May,19,130,36,0.5,0.8
May,19,130,37,0.4,0.7
May,19,130,38,0.5,1
May,19,130,39,0.9,1.2
May,19,130,40,0.5,0.9
May,19,130,41,0.5,0.8
May,19,130,42,0.4,0.7
May,19,130,43,0.4,0.5
May,19,130,44,0.5,1
May,19,130,45,0.5,0.7
May,19,130,46,0.7,1
May,20,70,1,1.3,2.2
May,20,100,1,0.8,1.1
May,20,100,2,0.5,0.8
May,20,100,3,0.8,1.5
May,20,100,4,0.8,1.2
May,20,100,5,0.8,1
May,20,100,6,0.9,1.5
May,20,100,7,0.8,1
May,20,100,8,0.5,0.7
May,20,100,9,0.6,1
May,20,100,10,0.8,1
May,20,100,11,0.5,1
May,20,100,12,0.7,0.3
May,20,100,13,0.5,1
May,20,100,14,0.5,1.1
May,20,100,15,0.6,1.1
May,20,100,16,0.8,1.2
May,20,100,17,0.5,1.2
May,20,100,18,0.5,0.8
May,20,100,19,0.5,0.9
May,20,100,20,0.6,0.8
May,20,100,21,0.5,0.9
May,20,100,22,0.5,0.8
May,20,100,23,0.5,0.9
May,20,100,24,1,1.3
May,20,100,25,0.5,1
May,20,100,26,0.8,1.1
May,20,100,27,0.5,0.8
May,20,100,28,0.5,0.9
May,20,100,29,0.7,1.1
May,20,100,30,0.6,0.8
May,20,100,31,0.7,1.1
May,20,100,32,0.6,0.7
May,20,100,33,0.5,1
May,20,100,34,0.7,0.8
May,20,100,35,0.6,1
May,20,100,36,1.1,1.5
May,20,130,1,1,1.5
May,20,130,2,0.5,0.7
May,20,130,3,0.6,0.8
May,20,130,4,0.7,0.9
May,20,130,5,0.6,0.8
May,20,130,6,0.6,0.8
May,20,130,7,0.7,1
May,20,130,8,0.5,1
May,20,130,9,0.6,1.1
May,20,130,10,0.7,1
May,20,130,11,0.5,0.7
May,20,130,12,0.6,1
May,20,130,13,0.8,1.1
May,20,130,14,0.7,1
May,20,130,15,0.8,1.1
May,20,130,16,0.5,0.8
May,20,130,17,0.5,0.7
May,20,130,18,0.5,0.9
May,20,130,19,0.7,1
May,20,130,20,0.7,0.9
May,20,130,21,0.5,1
May,20,130,22,0.7,1
May,20,130,23,1,1.3
May,20,130,24,1,1.5
May,20,130,25,1,1.1
May,20,130,26,0.8,1.1
May,20,130,27,0.5,1
May,20,130,28,0.7,0.9
May,20,130,29,0.5,0.8
May,20,130,30,0.7,1
May,20,130,31,0.9,1.1
May,20,130,32,0.5,0.7
May,20,130,33,0.5,0.9
May,20,130,34,0.8,1
May,20,130,35,1.6,1
May,20,130,36,0.7,0.9
May,20,130,37,0.9,1.1
May,20,130,38,1,1.2
May,20,130,39,0.5,1.2
May,20,130,40,0.9,1.4
May,20,130,41,0.6,0.9
May,20,130,42,0.8,1
May,20,130,43,1.1,1.5
May,20,130,44,0.9,1.2
May,20,130,45,0.9,1.5
May,20,130,46,0.7,0.9
May,20,130,47,0.5,0.9
May,21,40,1,0.5,0.6
May,21,40,2,0.3,0.5
May,21,40,3,0.3,0.5
May,21,40,4,0.3,0.6
May,21,40,5,1.5,2
May,21,40,6,0.7,1
May,21,70,1,0.7,1
May,21,70,2,0.5,0.8
May,21,70,3,0.5,0.6
May,21,70,4,0.5,0.7
